"3500","5924","---","13386","3530"
"3600","5923","---","13769","4131"
"3700","5926","---","13129","3811"
"3800","5925","---","11685","3533"
"3900","5924","---","11500","4058"
"4000","5923","---","11892","3979"
"4100","5927","---","12433","4020"
"4200","5925","---","12587","4203"
"4300","5924","---","12914","3722"
"4400","5925","---","12201","3710"
"4500","5925","---","12104","3627"
"4600","5926","---","12677","3527"
"4700","5927","---","12884","3575"
"4800","5924","---","12357","4252"
"4900","5924","---","12555","3849"
"5000","5927","---","11622","3934"
"5100","5924","---","12827","4173"
"5200","5923","---","11891","3587"
"5300","5926","---","11908","3811"
"5400","5925","---","12691","4295"
"5500","5924","---","12433","3706"
"5600","5926","---","12667","3576"
"5700","5925","---","12175","3954"
"5800","5924","---","12512","3946"
"5900","5923","---","12407","3938"
"6000","5927","---","13134","4037"
"6100","5924","---","11991","4366"
"6200","5924","---","12866","3832"
"6300","5927","---","13156","3835"
"6400","5924","---","12197","3852"
"6500","5923","---","14067","3475"
"6600","5925","---","11826","3862"
"6700","5925","---","12167","3463"
"6800","5925","---","13004","3746"
"6900","5924","---","13140","3960"
"7000","5926","---","12784","3596"
"7100","5924","---","12902","3940"
"7200","5923","---","12706","4035"
"7300","5925","---","13777","3788"
"7400","5925","---","12696","3783"
"7500","5923","---","12193","3805"
"7600","5925","---","12481","4120"
"7700","5925","---","13054","4039"
"7800","5924","---","13055","3993"
"7900","5924","---","11802","3590"
"8000","5925","---","12170","3888"
"8100","5925","---","12357","3990"
"8200","5924","---","12462","4164"
"8300","5925","---","12856","3815"
"8400","5924","---","12612","3812"
"8500","5926","---","12989","3607"
"8600","5925","---","13005","3938"
"8700","5924","---","12989","3978"
"8800","5924","---","13611","3990"
"8900","5927","---","12604","3706"
"9000","5924","---","11925","4046"
"9100","5924","---","12584","4509"
"9200","5927","---","12209","4137"
"9300","5924","---","12976","4208"
"9400","5923","---","12930","4036"
"9500","5925","---","13290","3942"
"9600","5925","---","12763","4080"
"9700","5925","---","13740","3762"
"9800","5924","---","11709","3854"
"9900","5925","---","12874","3893"
"9999","5925","---","12891","3806"
"Iteration/Time","total duration","relative totalduration","avg. duration","average standard deviation"
"0","14326","---","20002","4200"
"100","12293","---","17260","2795"
"200","9650","---","15391","3308"
"300","11593","---","15254","3603"
"400","7720","---","13992","2728"
"500","9609","---","14371","3563"
"600","8994","---","12164","2070"
"700","8395","---","12581","2468"
"800","7488","---","12879","2426"
"900","5942","---","9286","1975"
"1000","6124","---","9505","2335"
"1100","5837","---","8719","2348"
"1200","4503","---","6966","1753"
"1300","4797","---","6369","1224"
"1400","4723","---","7154","1593"
"1500","4740","---","7692","2296"
"1600","4952","---","7499","1855"
"1700","5071","---","8159","1871"
"1800","5585","---","7493","1135"
"1900","5430","---","8060","2243"
"2000","3829","---","7045","1894"
"2100","5481","---","7744","1824"
"2200","3999","---","6965","1416"
"2300","4535","---","7337","1811"
"2400","4545","---","6303","924"
"2500","4843","---","6177","859"
"2600","5484","---","7119","1602"
"2700","3976","---","5499","1191"
"2800","4745","---","6665","1192"
"2900","3280","---","6417","2073"
"3000","4796","---","6529","1571"
"3100","4793","---","6713","1531"
"3200","3373","---","5693","1072"
"3300","3610","---","5323","944"
"3400","3372","---","4830","902"
"3500","3279","---","4857","932"
"3600","3280","---","4904","1093"
"3700","3280","---","4714","825"
"3800","3280","---","5004","1014"
"3900","3373","---","4928","997"
"4000","3374","---","4945","910"
"4100","3372","---","4819","948"
"4200","3518","---","5075","1055"
"4300","3280","---","4931","1346"
"4400","3279","---","5146","1428"
"4500","3280","---","4617","880"
"4600","3280","---","5186","1291"
"4700","3281","---","4896","860"
"4800","3280","---","5011","1580"
"4900","3280","---","4855","1043"
"5000","3280","---","4959","959"
"5100","3280","---","5116","982"
"5200","3280","---","4826","862"
"5300","3280","---","4834","777"
"5400","3280","---","4715","841"
"5500","3280","---","4928","972"
"5600","3281","---","4962","996"
"5700","3279","---","5210","1233"
"5800","3280","---","4949","936"
"5900","3281","---","4796","851"
"6000","3279","---","4806","843"
"6100","3280","---","4824","829"
"6200","3280","---","4959","978"
"6300","3279","---","4965","1150"
"6400","3280","---","4811","869"
"6500","3280","---","4883","947"
"6600","3279","---","4891","899"
"6700","3280","---","4924","933"
"6800","3280","---","4801","803"
"6900","3280","---","4739","779"
"7000","3280","---","5006","1208"
"7100","3280","---","4816","830"
"7200","3281","---","4898","1290"
"7300","3279","---","4756","780"
"7400","3280","---","4900","1206"
"7500","3280","---","4652","764"
"7600","3280","---","4596","688"
"7700","3279","---","4756","868"
"7800","3280","---","4745","862"
"7900","3280","---","4898","1221"
"8000","3280","---","4694","812"
"8100","3280","---","4726","826"
"8200","3280","---","4758","944"
"8300","3280","---","4945","1389"
"8400","3280","---","4726","810"
"8500","3280","---","4753","903"
"8600","3280","---","5107","1633"
"8700","3280","---","4782","870"
"8800","3281","---","4666","767"
"8900","3280","---","4733","829"
"9000","3280","---","4634","762"
"9100","3280","---","4704","786"
"9200","3280","---","4729","819"
"9300","3280","---","4664","814"
"9400","3280","---","4671","737"
"9500","3280","---","4742","847"
"9600","3280","---","4745","845"
"9700","3280","---","4780","944"
"9800","3280","---","4681","745"
"9900","3280","---","4721","884"
"9999","3280","---","4711","810"
"Iteration/Time","total duration","relative totalduration","avg. duration","average standard deviation"
"0","11264","---","20187","3839"
"100","6484","---","9984","2153"
"200","5459","---","8240","1888"
"300","4817","---","6910","1180"
"400","4816","---","6718","1222"
"500","4686","---","6741","1426"
"600","4685","---","5957","895"
"700","4685","---","5794","1014"
"800","4686","---","5242","559"
"900","4685","---","5947","1732"
"1000","4686","---","5484","901"
"1100","4686","---","5881","1747"
"1200","4686","---","5050","239"
"1300","4685","---","5293","953"
"1400","4685","---","5691","1438"
"1500","4686","---","5485","1257"
"1600","4684","---","5549","1348"
"1700","4685","---","5674","1479"
"1800","4686","---","5042","229"
"1900","4685","---","5057","248"
"2000","4685","---","5274","1059"
"2100","4686","---","5489","1349"
"2200","4685","---","5501","1209"
"2300","4685","---","5433","1245"
"2400","4686","---","5245","967"
"2500","4686","---","5272","923"
"2600","4685","---","5299","935"
"2700","4686","---","5646","1746"
"2800","4686","---","5260","890"
"2900","4686","---","5462","1258"
"3000","4685","---","5600","1340"
"3100","4686","---","5289","976"
"3200","4685","---","5063","234"
"3300","4685","---","5099","309"
"3400","4686","---","5842","1719"
"3500","4686","---","5491","1241"
"3600","4685","---","5436","1180"
"3700","4685","---","5586","1396"
"3800","4686","---","5239","913"
"3900","4685","---","5140","452"
"4000","4685","---","5057","243"
"4100","4686","---","5069","259"
"4200","4685","---","5282","967"
"4300","4686","---","5659","1407"
"4400","4686","---","5937","1633"
"4500","4685","---","6258","1732"
"4600","4685","---","5624","1487"
"4700","4686","---","5550","1308"
"4800","4685","---","5711","1468"
"4900","4685","---","5660","1566"
"5000","4685","---","5256","906"
"5100","4686","---","6197","1729"
"5200","4686","---","5587","1245"
"5300","4685","---","5253","885"
"5400","4685","---","5902","2126"
"5500","4686","---","5557","1289"
"5600","4685","---","5647","1437"
"5700","4685","---","5965","2030"
"5800","4686","---","5337","1018"
"5900","4685","---","5602","1339"
"6000","4685","---","5254","895"
"6100","4685","---","5636","1433"
"6200","4686","---","5256","902"
"6300","4685","---","5283","966"
"6400","4684","---","5510","1273"
"6500","4685","---","5444","1246"
"6600","4686","---","5511","1168"
"6700","4686","---","5432","1205"
"6800","4686","---","5660","1555"
"6900","4685","---","5463","1306"
"7000","4686","---","5649","1468"
"7100","4685","---","6222","1879"
"7200","4686","---","5445","1247"
"7300","4686","---","5549","1870"
"7400","4685","---","5638","1424"
"7500","4685","---","5545","1286"
"7600","4686","---","5074","250"
"7700","4685","---","5622","1458"
"7800","4685","---","6010","1739"
"7900","4685","---","5558","1431"
"8000","4686","---","5449","1171"
"8100","4685","---","6184","1887"
"8200","4685","---","6350","2191"
"8300","4686","---","5672","1912"
"8400","4685","---","5436","1219"
"8500","4684","---","5789","1939"
"8600","4686","---","5519","1282"
"8700","4685","---","5290","910"
"8800","4684","---","5269","959"
"8900","4686","---","5616","1453"
"9000","4686","---","5466","1196"
"9100","4685","---","5625","1454"
"9200","4685","---","5816","1666"
"9300","4686","---","5443","1245"
"9400","4685","---","5552","1187"
"9500","4685","---","5668","1434"
"9600","4686","---","5480","1603"
"9700","4685","---","5855","2166"
"9800","4685","---","5852","1938"
"9900","4686","---","5686","1613"
"9999","4686","---","5450","1005"
"Iteration/Time","total duration","relative totalduration","avg. duration","average standard deviation"
"0","10004","---","19991","5529"
"100","13677","---","16239","2510"
"200","11042","---","14921","2307"
"300","8550","---","13577","2672"
"400","7417","---","12919","2552"
"500","9341","---","14891","2818"
"600","9390","---","15830","2714"
"700","8722","---","12894","2419"
"800","9428","---","13886","2488"
"900","6717","---","12744","2680"
"1000","7623","---","11273","2297"
"1100","5074","---","9106","2104"
"1200","5679","---","10811","3886"
"1300","5943","---","9918","4068"
"1400","6180","---","9399","3339"
"1500","5569","---","7574","1641"
"1600","5335","---","7044","1379"
"1700","4954","---","7242","1748"
"1800","4498","---","7690","2030"
"1900","5421","---","8980","2103"
"2000","6822","---","8894","1749"
"2100","5092","---","8055","1885"
"2200","6194","---","9872","2934"
"2300","5872","---","7848","1327"
"2400","5897","---","7704","1818"
"2500","4886","---","6231","1298"
"2600","4883","---","7271","1526"
"2700","5220","---","6532","1435"
"2800","4885","---","6710","1859"
"2900","4860","---","7033","1877"
"3000","5598","---","7255","1433"
"3100","4861","---","7337","2500"
"3200","4860","---","7081","1907"
"3300","4549","---","6202","1283"
"3400","4549","---","6693","1487"
"3500","4550","---","6567","1061"
"3600","5222","---","6895","1662"
"3700","5097","---","6582","1503"
"3800","4995","---","7348","1836"
"3900","4582","---","6928","1755"
"4000","4605","---","6666","974"
"4100","4607","---","7388","2478"
"4200","4997","---","7359","1720"
"4300","4996","---","6646","1194"
"4400","4605","---","6366","1505"
"4500","4694","---","6127","1059"
"4600","5101","---","6766","1497"
"4700","4607","---","6117","1104"
"4800","4606","---","6268","956"
"4900","4607","---","6048","1225"
"5000","4605","---","5755","745"
"5100","4607","---","5839","1047"
"5200","4607","---","5787","562"
"5300","4607","---","5579","488"
"5400","4606","---","6210","1079"
"5500","4606","---","5927","1047"
"5600","4607","---","5670","546"
"5700","4606","---","5928","1080"
"5800","4607","---","5714","609"
"5900","4605","---","5762","838"
"6000","4608","---","5879","987"
"6100","4606","---","5747","695"
"6200","4608","---","5832","929"
"6300","4605","---","6191","1101"
"6400","4606","---","5678","655"
"6500","4607","---","5642","557"
"6600","4606","---","5667","632"
"6700","4605","---","5728","657"
"6800","4605","---","5870","975"
"6900","4607","---","5797","720"
"7000","4607","---","5757","612"
"7100","4606","---","5831","951"
"7200","4605","---","5854","982"
"7300","4605","---","5941","1022"
"7400","4607","---","5839","836"
"7500","4607","---","5849","701"
"7600","4607","---","6059","1277"
"7700","4605","---","5751","639"
"7800","4605","---","5868","988"
"7900","4607","---","5773","641"
"8000","4607","---","5823","710"
"8100","4606","---","5813","701"
"8200","4608","---","5752","627"
"8300","4605","---","5783","663"
"8400","4607","---","5741","657"
"8500","4607","---","5824","644"
"8600","4607","---","5801","702"
"8700","4605","---","5608","534"
"8800","4605","---","5791","1017"
"8900","4607","---","5778","946"
"9000","4607","---","5661","677"
"9100","4605","---","5555","509"
"9200","4605","---","5627","609"
"9300","4607","---","5735","922"
"9400","4607","---","5701","775"
"9500","4606","---","6045","1484"
"9600","4608","---","5760","1180"
"9700","4605","---","5983","1341"
"9800","4606","---","5757","748"
"9900","4608","---","5841","1047"
"9999","4607","---","5633","569"
"Iteration/Time","total duration","relative totalduration","avg. duration","average standard deviation"
"0","15313","---","20801","4945"
"100","10003","---","15176","2776"
"200","9427","---","14199","3312"
"300","7398","---","13854","3474"
"400","8271","---","12141","2004"
"500","7365","---","12361","3385"
"600","6283","---","10502","2646"
"700","8091","---","11840","2606"
"800","7162","---","10134","1849"
"900","5393","---","8966","2783"
"1000","4649","---","8226","2675"
"1100","4786","---","7895","2631"
"1200","4628","---","6921","2236"
"1300","4187","---","6319","1484"
"1400","4281","---","7373","2249"
"1500","4890","---","6189","919"
"1600","4482","---","5623","671"
"1700","4089","---","5903","1758"
"1800","4056","---","6257","3001"
"1900","4089","---","6011","3065"
"2000","4055","---","5196","1608"
"2100","4057","---","5823","2275"
"2200","4055","---","6047","2206"
"2300","3625","---","5483","1376"
"2400","4502","---","6411","1640"
"2500","4283","---","5817","1487"
"2600","3701","---","7451","3186"
"2700","3703","---","4912","862"
"2800","3579","---","5701","2214"
"2900","3625","---","5154","1342"
"3000","3624","---","4779","959"
"3100","3625","---","4798","973"
"3200","3581","---","4554","1539"
"3300","3578","---","4475","930"
"3400","3579","---","4386","566"
"3500","3580","---","4556","1235"
"3600","3581","---","5030","1602"
"3700","3581","---","4668","1530"
"3800","3578","---","4189","384"
"3900","3579","---","5820","2525"
"4000","3580","---","5348","1770"
"4100","3581","---","4418","569"
"4200","3580","---","6272","2586"
"4300","3673","---","5208","2048"
"4400","3579","---","5344","1288"
"4500","3580","---","4812","1379"
"4600","3581","---","4775","1038"
"4700","3580","---","5825","2856"
"4800","3579","---","5567","2051"
"4900","3579","---","4656","849"
"5000","3580","---","4982","1594"
"5100","3581","---","5221","2140"
"5200","3579","---","5078","1715"
"5300","3579","---","4964","1672"
"5400","3580","---","4863","1441"
"5500","3581","---","5734","2311"
"5600","3580","---","4855","1261"
"5700","3579","---","5718","2981"
"5800","3579","---","5608","1852"
"5900","3581","---","5622","2782"
"6000","3580","---","5096","1503"
"6100","3579","---","4801","1255"
"6200","3579","---","4576","644"
"6300","3701","---","5609","2007"
"6400","3581","---","4994","1330"
"6500","3579","---","5157","1832"
"6600","3579","---","4912","1396"
"6700","3580","---","5046","1423"
"6800","3581","---","4796","1233"
"6900","3580","---","4839","1350"
"7000","3579","---","4548","607"
"7100","3579","---","4704","1211"
"7200","3580","---","5239","1928"
"7300","3581","---","4790","1097"
"7400","3579","---","5374","1852"
"7500","3579","---","5833","2361"
"7600","3579","---","4859","1028"
"7700","3580","---","4971","1408"
"7800","3581","---","5000","1491"
"7900","3580","---","5437","1937"
"8000","3579","---","5292","1714"
"8100","3579","---","5720","2106"
"8200","3580","---","5184","1770"
"8300","3581","---","5076","1473"
"8400","3578","---","4953","1302"
"8500","3579","---","4816","998"
"8600","3580","---","5027","1180"
"8700","3581","---","5511","1750"
"8800","3578","---","5161","1395"
"8900","3579","---","4846","1302"
"9000","3579","---","4781","1216"
"9100","3581","---","5249","1899"
"9200","3581","---","4579","727"
"9300","3579","---","4763","1360"
"9400","3579","---","4778","1316"
"9500","3579","---","4740","1195"
"9600","3580","---","4863","1292"
"9700","3581","---","4822","1416"
"9800","3580","---","4488","584"
"9900","3579","---","5206","2108"
"9999","3580","---","4666","816"
"Iteration/Time","total duration","relative totalduration","avg. duration","average standard deviation"
"0","11231","---","19361","4878"
"100","10404","---","17894","3515"
"200","11044","---","16700","3619"
"300","10772","---","17580","3689"
"400","12055","---","17004","2840"
"500","11773","---","16948","2273"
"600","7618","---","12813","1785"
"700","9081","---","13538","3480"
"800","8951","---","13244","2754"
"900","9574","---","13294","2245"
"1000","7305","---","10621","1832"
"1100","6156","---","9827","1964"
"1200","6763","---","8561","1682"
"1300","6190","---","8578","2138"
"1400","4919","---","7835","1949"
"1500","4919","---","8053","2553"
"1600","4921","---","7216","3213"
"1700","4657","---","6878","2448"
"1800","4655","---","6393","2007"
"1900","4658","---","7522","3112"
"2000","4657","---","6910","2421"
"2100","4657","---","5539","571"
"2200","4658","---","5682","821"
"2300","4658","---","5801","1001"
"2400","4657","---","5638","995"
"2500","4657","---","5613","722"
"2600","4655","---","5518","580"
"2700","4658","---","5744","1159"
"2800","4657","---","5631","999"
"2900","4657","---","5770","922"
"3000","4655","---","5441","417"
"3100","4658","---","5625","780"
"3200","4657","---","5575","695"
"3300","4657","---","5524","655"
"3400","4658","---","5516","630"
"3500","4657","---","5836","1062"
"3600","4658","---","5730","1094"
"3700","4656","---","5720","1098"
"3800","4658","---","5579","711"
"3900","4658","---","5596","710"
"4000","4657","---","5616","827"
"4100","4657","---","5570","705"
"4200","4658","---","5508","627"
"4300","4658","---","5544","650"
"4400","4658","---","5651","1007"
"4500","4655","---","5627","859"
"4600","4658","---","5519","529"
"4700","4657","---","5491","565"
"4800","4658","---","5990","1717"
"4900","4655","---","5551","659"
"5000","4658","---","5599","760"
"5100","4657","---","5696","877"
"5200","4658","---","5448","439"
"5300","4655","---","5483","469"
"5400","4658","---","5531","597"
"5500","4658","---","5596","771"
"5600","4656","---","5464","460"
"5700","4655","---","5421","394"
"5800","4658","---","5479","494"
"5900","4657","---","5470","470"
"6000","4657","---","5963","1294"
"6100","4655","---","5513","580"
"6200","4658","---","5678","923"
"6300","4657","---","5649","818"
"6400","4657","---","5595","771"
"6500","4655","---","5442","424"
"6600","4658","---","5661","855"
"6700","4657","---","5763","1557"
"6800","4658","---","5888","1123"
"6900","4655","---","5767","957"
"7000","4658","---","5433","424"
"7100","4657","---","5466","454"
"7200","4657","---","5450","424"
"7300","4655","---","5879","1282"
"7400","4658","---","5446","438"
"7500","4659","---","5691","890"
"7600","4655","---","5512","594"
"7700","4658","---","5633","808"
"7800","4658","---","5922","1688"
"7900","4657","---","5559","723"
"8000","4657","---","5621","1000"
"8100","4655","---","5468","455"
"8200","4658","---","5567","728"
"8300","4657","---","5612","752"
"8400","4656","---","5612","690"
"8500","4657","---","5842","1097"
"8600","4658","---","5447","430"
"8700","4657","---","5527","682"
"8800","4657","---","5504","582"
"8900","4655","---","5539","676"
"9000","4658","---","5606","749"
"9100","4657","---","5643","781"
"9200","4655","---","5546","675"
"9300","4658","---","5573","694"
"9400","4658","---","5420","393"
"9500","4658","---","5441","423"
"9600","4657","---","5521","584"
"9700","4655","---","5694","881"
"9800","4658","---","5710","1016"
"9900","4657","---","5727","1123"
"9999","4658","---","5514","580"
"Iteration/Time","total duration","relative totalduration","avg. duration","average standard deviation"
"0","13172","---","19692","4477"
"100","8111","---","13534","2939"
"200","6986","---","10699","2398"
"300","5752","---","9512","2009"
"400","4068","---","7055","1804"
"500","4068","---","6721","1483"
"600","4069","---","6878","1791"
"700","4068","---","5511","1062"
"800","3747","---","6427","1853"
"900","3745","---","5376","834"
"1000","3748","---","5589","994"
"1100","3747","---","5532","857"
"1200","3745","---","6609","2219"
"1300","3748","---","6091","2012"
"1400","3747","---","5298","994"
"1500","3745","---","5218","1112"
"1600","3748","---","5343","1611"
"1700","3746","---","5809","1716"
"1800","3747","---","5418","1313"
"1900","3748","---","5197","908"
"2000","3746","---","5731","1462"
"2100","3748","---","5230","1016"
"2200","3747","---","4980","566"
"2300","3746","---","5721","1642"
"2400","3748","---","5659","1760"
"2500","3748","---","6088","1731"
"2600","3746","---","5886","1462"
"2700","3748","---","5994","1932"
"2800","3747","---","5943","1630"
"2900","3746","---","5856","1608"
"3000","3748","---","5259","753"
"3100","3747","---","5836","1546"
"3200","3746","---","5620","1233"
"3300","3748","---","5073","695"
"3400","3748","---","5459","1173"
"3500","3746","---","5223","1236"
"3600","3748","---","5014","792"
"3700","3747","---","5153","827"
"3800","3746","---","5466","1696"
"3900","3748","---","5085","743"
"4000","3748","---","5420","1638"
"4100","3747","---","5010","682"
"4200","3748","---","5063","726"
"4300","3748","---","5466","1636"
"4400","3746","---","5438","1453"
"4500","3747","---","5958","1857"
"4600","3748","---","4974","610"
"4700","3746","---","5490","1563"
"4800","3748","---","5427","1625"
"4900","3748","---","5203","1120"
"5000","3746","---","5139","1111"
"5100","3748","---","5008","650"
"5200","3748","---","5003","851"
"5300","3746","---","5280","1304"
"5400","3748","---","4814","484"
"5500","3748","---","5143","710"
"5600","3746","---","5271","1138"
"5700","3748","---","5415","1171"
"5800","3748","---","5172","791"
"5900","3747","---","5314","904"
"6000","3746","---","5341","1022"
"6100","3748","---","5249","933"
"6200","3747","---","5297","1216"
"6300","3748","---","5523","1445"
"6400","3748","---","5279","1029"
"6500","3746","---","5250","1116"
"6600","3748","---","5034","627"
"6700","3748","---","5200","837"
"6800","3746","---","5405","1313"
"6900","3748","---","5005","578"
"7000","3748","---","5005","626"
"7100","3746","---","5193","1127"
"7200","3748","---","5171","1183"
"7300","3748","---","5052","721"
"7400","3746","---","5313","721"
"7500","3748","---","5009","677"
"7600","3747","---","5401","1489"
"7700","3747","---","4927","605"
"7800","3748","---","4894","581"
"7900","3746","---","5066","637"
"8000","3745","---","5400","1430"
"8100","3748","---","5611","1589"
"8200","3746","---","5283","891"
"8300","3745","---","5326","1117"
"8400","3748","---","5467","1347"
"8500","3747","---","5299","1305"
"8600","3745","---","5390","1483"
"8700","3748","---","5056","581"
"8800","3747","---","5010","646"
"8900","3748","---","4960","741"
"9000","3748","---","4947","599"
"9100","3747","---","5264","1298"
"9200","3746","---","5648","1664"
"9300","3748","---","5219","1090"
"9400","3747","---","5276","1305"
"9500","3745","---","5115","869"
"9600","3748","---","5010","654"
"9700","3748","---","4893","564"
"9800","3746","---","5322","1105"
"9900","3748","---","5110","988"
"9999","3747","---","5033","756"
