Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;25256;25256;29950;2132;33;36;17;08:00:01;;;;;;;;;;;;;;;
2;25137;25137;28569;1938;34;34;25;08:00:01;;;;;;;;;;;;;;;
5;21222;21222;26594;1797;28;27;22;08:00:01;;;;;;;;;;;;;;;
14;21118;21118;23319;1337;19;18;7;08:00:01;;;;;;;;;;;;;;;
16;20839;20839;22897;1346;18;17;7;08:00:01;;;;;;;;;;;;;;;
30;20625;20625;21556;637;16;16;5;08:00:01;;;;;;;;;;;;;;;
44;19883;19883;20915;311;20;14;4;08:00:01;;;;;;;;;;;;;;;
50;19205;19205;20518;491;18;17;4;08:00:01;;;;;;;;;;;;;;;
75;18937;18937;20091;491;13;14;4;08:00:02;;;;;;;;;;;;;;;
89;18418;18418;19703;533;6;7;4;08:00:02;;;;;;;;;;;;;;;
2034;18005;18005;18810;326;4;4;4;08:00:08;;;;;;;;;;;;;;;
2500;18005;18005;18648;353;3;4;4;08:00:10;;;;;;;;;;;;;;;
5000;18005;18005;18610;308;3;4;4;08:00:17;;;;;;;;;;;;;;;
5412;17907;17907;18556;329;4;4;5;08:00:18;;;;;;;;;;;;;;;
7500;17907;17907;18382;321;3;4;2;08:00:23;;;;;;;;;;;;;;;
7757;17846;17846;18322;304;4;4;2;08:00:24;;;;;;;;;;;;;;;
0.291315996;0.268907073;0.291315996;0.317799268;0.349579195;0.388421328;0.436973994;0.49939885;0.436973994;0.411269641;0.388421328;0.3679781;0.349579195;1.573427694;1.770106155;2.022978463;1.888113232;1.770106155;1.573427694;1.49061571;1.416084924;1.348652309;1.287349931;1.231378195
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;0;0;0;0;36;37;18;08:00:00;;;;;;;;;;;;;;;
2500;0;0;0;0;35;37;3;08:00:05;;;;;;;;;;;;;;;
0.72688417;0.670970003;0.72688417;0.792964549;0.872261004;0.969178893;1.090326255;1.246087148;1.090326255;1.026189416;0.969178893;0.918169477;0.872261004;0.969178893;1.090326255;1.246087148;1.163014671;1.090326255;0.969178893;0.918169477;0.872261004;0.830724765;0.792964549;0.758487829
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;25615;25615;30214;2268;34;36;28;08:00:00;;;;;;;;;;;;;;;
2;23540;23540;28292;1813;28;31;8;08:00:00;;;;;;;;;;;;;;;
6;21129;21129;25918;2175;30;23;9;08:00:00;;;;;;;;;;;;;;;
13;20706;20706;23005;1260;28;22;8;08:00:00;;;;;;;;;;;;;;;
53;20474;20474;21489;761;21;20;4;08:00:01;;;;;;;;;;;;;;;
56;20052;20052;21952;2265;15;17;4;08:00:01;;;;;;;;;;;;;;;
73;19749;19749;21200;1190;13;15;4;08:00:01;;;;;;;;;;;;;;;
82;19453;19453;20517;577;15;13;3;08:00:01;;;;;;;;;;;;;;;
88;19111;19111;20174;523;13;13;3;08:00:01;;;;;;;;;;;;;;;
94;18894;18894;19855;475;9;11;3;08:00:01;;;;;;;;;;;;;;;
96;18553;18553;19677;532;8;10;4;08:00:01;;;;;;;;;;;;;;;
163;18096;18096;19309;512;9;8;4;08:00:01;;;;;;;;;;;;;;;
190;17845;17845;18894;475;8;8;6;08:00:01;;;;;;;;;;;;;;;
370;17814;17814;18363;336;7;7;4;08:00:02;;;;;;;;;;;;;;;
373;17753;17753;18261;341;7;7;3;08:00:02;;;;;;;;;;;;;;;
682;17710;17710;18020;260;6;6;4;08:00:03;;;;;;;;;;;;;;;
2500;17710;17710;17974;335;4;5;3;08:00:07;;;;;;;;;;;;;;;
5000;17710;17710;17982;345;4;5;2;08:00:12;;;;;;;;;;;;;;;
7500;17710;17710;17960;299;4;5;3;08:00:18;;;;;;;;;;;;;;;
1.583367758;1.461570238;1.583367758;1.727310282;1.90004131;2.111157011;2.375051637;2.714344728;2.375051637;2.235342717;2.111157011;2.000043484;1.90004131;2.111157011;2.375051637;2.714344728;2.533388413;2.375051637;2.111157011;2.000043484;1.90004131;1.809563152;0.505829983;0.483837375
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;24838;24838;27108;1083;35;37;9;08:00:01;;;;;;;;;;;;;;;
2;23771;23771;26027;1032;32;34;16;08:00:01;;;;;;;;;;;;;;;
4;22501;22501;25132;1091;31;30;20;08:00:01;;;;;;;;;;;;;;;
12;22477;22477;23246;482;20;24;8;08:00:01;;;;;;;;;;;;;;;
16;22380;22380;22945;333;17;19;10;08:00:01;;;;;;;;;;;;;;;
17;22006;22006;22800;329;26;18;13;08:00:01;;;;;;;;;;;;;;;
28;21913;21913;22492;296;17;17;5;08:00:01;;;;;;;;;;;;;;;
37;21752;21752;22324;291;19;16;2;08:00:02;;;;;;;;;;;;;;;
50;21719;21719;22024;213;14;13;4;08:00:02;;;;;;;;;;;;;;;
79;21621;21621;21872;119;15;11;4;08:00:02;;;;;;;;;;;;;;;
92;21620;21620;21814;127;9;11;3;08:00:02;;;;;;;;;;;;;;;
110;21562;21562;21773;126;8;10;3;08:00:02;;;;;;;;;;;;;;;
144;21559;21559;21702;108;8;10;3;08:00:02;;;;;;;;;;;;;;;
148;21528;21528;21668;99;7;9;4;08:00:02;;;;;;;;;;;;;;;
190;21513;21513;21616;71;8;9;5;08:00:02;;;;;;;;;;;;;;;
229;21452;21452;21574;49;10;9;4;08:00:02;;;;;;;;;;;;;;;
232;21344;21344;21550;69;8;9;3;08:00:02;;;;;;;;;;;;;;;
1.67986056;1.550640517;1.67986056;1.832575157;2.015832672;2.23981408;2.51979084;2.87976096;2.51979084;2.37156785;1.294692576;1.226550861;1.165223318;1.294692576;1.456529147;1.66460474;1.553631091;1.456529147;1.294692576;1.226550861;1.165223318;1.109736493;1.059293925;1.013237668
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;22881;22881;25715;1287;35;37;14;08:00:00;;;;;;;;;;;;;;;
7;22176;22176;23248;978;22;27;7;08:00:00;;;;;;;;;;;;;;;
8;20861;20861;22700;725;17;23;12;08:00:00;;;;;;;;;;;;;;;
11;19122;19122;22076;892;31;21;3;08:00:00;;;;;;;;;;;;;;;
15;19029;19029;21394;1040;25;20;5;08:00:00;;;;;;;;;;;;;;;
18;18387;18387;20356;1089;17;19;4;08:00:00;;;;;;;;;;;;;;;
39;18338;18338;18914;404;9;11;9;08:00:00;;;;;;;;;;;;;;;
43;18264;18264;18779;358;23;11;7;08:00:00;;;;;;;;;;;;;;;
46;17818;17818;18561;354;14;14;3;08:00:00;;;;;;;;;;;;;;;
49;17746;17746;18413;331;12;14;4;08:00:00;;;;;;;;;;;;;;;
62;17522;17522;18254;384;13;14;4;08:00:01;;;;;;;;;;;;;;;
68;16818;16818;17947;404;10;12;4;08:00:01;;;;;;;;;;;;;;;
75;16746;16746;17607;411;6;7;4;08:00:01;;;;;;;;;;;;;;;
208;16498;16498;17224;342;9;7;4;08:00:01;;;;;;;;;;;;;;;
241;16188;16188;16958;343;15;8;4;08:00:01;;;;;;;;;;;;;;;
257;15498;15498;16628;357;14;14;4;08:00:01;;;;;;;;;;;;;;;
262;15374;15374;16377;436;13;15;2;08:00:01;;;;;;;;;;;;;;;
265;14836;14836;16146;546;16;15;3;08:00:01;;;;;;;;;;;;;;;
266;14732;14732;15940;626;9;13;4;08:00:01;;;;;;;;;;;;;;;
287;14557;14557;15364;543;17;17;1;08:00:02;;;;;;;;;;;;;;;
289;14451;14451;15248;473;13;16;3;08:00:02;;;;;;;;;;;;;;;
432;14350;14350;14740;189;14;13;2;08:00:02;;;;;;;;;;;;;;;
517;13768;13768;14621;262;11;12;2;08:00:02;;;;;;;;;;;;;;;
527;13709;13709;14441;357;11;11;3;08:00:02;;;;;;;;;;;;;;;
548;13368;13368;14314;427;13;12;2;08:00:02;;;;;;;;;;;;;;;
553;13240;13240;14146;487;13;12;2;08:00:02;;;;;;;;;;;;;;;
651;13063;13063;13482;200;10;10;7;08:00:03;;;;;;;;;;;;;;;
714;12983;12983;13373;199;10;9;4;08:00:03;;;;;;;;;;;;;;;
1026;12486;12486;13186;236;7;9;3;08:00:04;;;;;;;;;;;;;;;
1644;12386;12386;12680;197;6;7;5;08:00:05;;;;;;;;;;;;;;;
1645;12182;12182;12656;287;5;6;5;08:00:05;;;;;;;;;;;;;;;
1665;11767;11767;12509;295;9;6;2;08:00:05;;;;;;;;;;;;;;;
1695;11581;11581;12334;296;6;6;2;08:00:06;;;;;;;;;;;;;;;
1817;11405;11405;12159;393;8;7;3;08:00:06;;;;;;;;;;;;;;;
1840;11220;11220;11952;363;9;7;3;08:00:06;;;;;;;;;;;;;;;
2500;11220;11220;11749;357;7;7;1;08:00:08;;;;;;;;;;;;;;;
2724;11120;11120;11690;408;8;7;2;08:00:08;;;;;;;;;;;;;;;
2737;11022;11022;11571;435;7;7;2;08:00:08;;;;;;;;;;;;;;;
3455;10723;10723;11388;350;6;6;4;08:00:10;;;;;;;;;;;;;;;
3563;10505;10505;11400;635;5;6;2;08:00:10;;;;;;;;;;;;;;;
5000;10505;10505;11156;447;4;5;2;08:00:13;;;;;;;;;;;;;;;
1.344172977;1.240775056;1.344172977;1.466370521;1.613007573;1.792230637;2.016259466;1.04001401;0.910012259;0.856482126;0.808899786;0.766326113;0.728009807;0.808899786;0.910012259;1.04001401;0.970679743;0.725800167;0.645155704;0.611200141;0.580640134;0.552990604;0.527854667;0.504904464
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;0;0;0;0;38;37;38;08:00:00;;;;;;;;;;;;;;;
1.411668248;0.9977235;1.080867125;1.179127772;1.29704055;1.441156166;1.621300687;1.852915071;1.621300687;1.525930058;1.441156166;1.365305842;1.29704055;1.441156166;1.621300687;1.852915071;1.7293874;1.621300687;1.441156166;1.365305842;1.29704055;1.235276714;1.179127772;1.127861348
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;0;0;0;0;37;37;28;08:00:01;;;;;;;;;;;;;;;
0.432038008;0.398804316;0.432038008;0.471314191;0.51844561;0.576050678;0.648057013;0.740636586;0.648057013;0.609936012;0.576050678;0.545732221;0.823050105;0.914500117;1.028812631;1.175785865;1.09740014;1.028812631;0.914500117;0.866368532;0.823050105;0.783857243;0.748227368;0.715695744
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;22086;22086;25216;1588;36;36;12;08:00:00;;;;;;;;;;;;;;;
6;21186;21186;23474;1085;34;31;6;08:00:00;;;;;;;;;;;;;;;
9;20381;20381;22536;920;26;29;4;08:00:00;;;;;;;;;;;;;;;
30;19087;19087;21052;672;29;24;3;08:00:00;;;;;;;;;;;;;;;
35;18234;18234;20573;1067;27;26;2;08:00:00;;;;;;;;;;;;;;;
38;17116;17116;19604;958;20;23;3;08:00:00;;;;;;;;;;;;;;;
59;16766;16766;18130;619;7;9;3;08:00:00;;;;;;;;;;;;;;;
60;16713;16713;17997;637;6;8;4;08:00:00;;;;;;;;;;;;;;;
63;16529;16529;17701;678;11;8;4;08:00:00;;;;;;;;;;;;;;;
75;16336;16336;17328;731;15;9;7;08:00:00;;;;;;;;;;;;;;;
104;16278;16278;16847;538;12;9;2;08:00:01;;;;;;;;;;;;;;;
123;16242;16242;16806;688;9;9;2;08:00:01;;;;;;;;;;;;;;;
290;16036;16036;16450;182;9;9;4;08:00:01;;;;;;;;;;;;;;;
293;15914;15914;16379;212;7;8;3;08:00:01;;;;;;;;;;;;;;;
1215;15751;15751;16050;114;6;6;3;08:00:04;;;;;;;;;;;;;;;
1669;15512;15512;15946;140;4;5;1;08:00:05;;;;;;;;;;;;;;;
2500;15512;15512;15920;331;3;4;3;08:00:07;;;;;;;;;;;;;;;
5000;15512;15512;15861;168;3;5;3;08:00:14;;;;;;;;;;;;;;;
0.563174752;0.519853617;0.563174752;0.614372456;0.675809702;0.750899669;0.844762127;0.965442431;0.844762127;0.795070238;0.750899669;0.711378634;0.675809702;0.750899669;0.844762127;0.760580538;0.709875169;0.665507971;0.591562641;0.560427765;0.532406377;0.507053692;0.484005797;0.462962067
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;25059;25059;27163;1126;37;36;17;08:00:00;;;;;;;;;;;;;;;
5;24291;24291;25982;767;29;31;6;08:00:00;;;;;;;;;;;;;;;
6;23259;23259;25552;861;26;29;10;08:00:00;;;;;;;;;;;;;;;
20;22281;22281;23692;488;20;19;2;08:00:00;;;;;;;;;;;;;;;
25;22224;22224;22840;407;13;15;3;08:00:00;;;;;;;;;;;;;;;
27;21984;21984;22681;391;10;13;2;08:00:00;;;;;;;;;;;;;;;
30;21677;21677;22530;403;15;12;3;08:00:00;;;;;;;;;;;;;;;
42;21356;21356;22155;338;9;10;4;08:00:00;;;;;;;;;;;;;;;
48;21188;21188;21888;359;10;9;2;08:00:00;;;;;;;;;;;;;;;
0.404072299;0.372989814;0.404072299;0.440806144;0.484886759;0.538763065;0.606108448;1.095668469;0.95870991;0.90231521;0.852186587;0.807334661;0.766967928;0.894481148;1.006291291;1.15004719;1.073377377;1.006291291;0.894481148;0.847403193;0.805033033;0.766698127;0.731848212;0.700028724
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;24625;24625;30167;2079;33;36;51;08:00:00;;;;;;;;;;;;;;;
4;24522;24522;27784;1542;27;31;14;08:00:01;;;;;;;;;;;;;;;
8;23030;23030;25683;1006;23;23;10;08:00:01;;;;;;;;;;;;;;;
10;22800;22800;24912;1131;22;23;6;08:00:01;;;;;;;;;;;;;;;
14;22338;22338;24444;1737;29;25;6;08:00:01;;;;;;;;;;;;;;;
17;22083;22083;23555;876;27;23;6;08:00:01;;;;;;;;;;;;;;;
24;20567;20567;22783;958;26;26;4;08:00:01;;;;;;;;;;;;;;;
29;20272;20272;21893;833;17;20;4;08:00:01;;;;;;;;;;;;;;;
34;19766;19766;21213;648;15;18;4;08:00:01;;;;;;;;;;;;;;;
51;19505;19505;20442;433;13;9;4;08:00:01;;;;;;;;;;;;;;;
58;19000;19000;19998;389;10;9;4;08:00:01;;;;;;;;;;;;;;;
92;18225;18225;19538;450;7;8;31;08:00:01;;;;;;;;;;;;;;;
120;17890;17890;19125;503;6;6;4;08:00:02;;;;;;;;;;;;;;;
2500;17890;17890;18310;278;4;5;2;08:00:09;;;;;;;;;;;;;;;
5000;17890;17890;18309;274;5;5;1;08:00:13;;;;;;;;;;;;;;;
0.623024979;0.575099981;0.623024979;0.679663614;0.747629975;0.830699972;0.934537469;1.068042822;0.934537469;0.879564677;0.830699972;0.786978921;0.747629975;0.792912151;0.89202617;1.019458479;0.951494581;0.89202617;0.792912151;0.751179932;0.713620936;0.679638986;0.648746305;0.620539944
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;26038;26038;30266;1954;36;37;30;08:00:00;;;;;;;;;;;;;;;
5;24797;24797;28268;1739;31;33;29;08:00:00;;;;;;;;;;;;;;;
6;23922;23922;27424;1505;29;31;9;08:00:00;;;;;;;;;;;;;;;
10;23038;23038;25668;1389;27;26;4;08:00:01;;;;;;;;;;;;;;;
14;21514;21514;24122;1044;26;22;24;08:00:01;;;;;;;;;;;;;;;
17;20840;20840;23178;1049;19;21;5;08:00:01;;;;;;;;;;;;;;;
25;20609;20609;22050;926;11;15;5;08:00:01;;;;;;;;;;;;;;;
29;19961;19961;21736;969;10;12;5;08:00:01;;;;;;;;;;;;;;;
30;19723;19723;21480;1188;8;11;5;08:00:01;;;;;;;;;;;;;;;
31;18844;18844;20939;928;7;7;14;08:00:01;;;;;;;;;;;;;;;
51;18220;18220;20126;765;6;6;10;08:00:01;;;;;;;;;;;;;;;
331;18185;18185;19203;538;5;6;2;08:00:02;;;;;;;;;;;;;;;
492;17765;17765;18776;504;7;5;3;08:00:03;;;;;;;;;;;;;;;
1248;17670;17670;18295;329;5;5;2;08:00:05;;;;;;;;;;;;;;;
1500;17580;17580;18001;273;4;5;2;08:00:05;;;;;;;;;;;;;;;
0.352567766;0.325447168;0.352567766;0.384619381;0.423081319;0.470090354;0.528851649;0.604401884;0.528851649;0.497742728;0.470090354;0.445348757;0.423081319;0.470090354;0.528851649;0.604401884;0.564108425;0.528851649;0.470090354;0.445348757;0.423081319;0.634757167;0.605904568;0.579560891
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;27931;27931;32243;1957;35;36;16;08:00:00;;;;;;;;;;;;;;;
3;26368;26368;29760;1904;34;33;7;08:00:00;;;;;;;;;;;;;;;
7;24548;24548;27904;1610;26;27;5;08:00:00;;;;;;;;;;;;;;;
11;23891;23891;26539;1231;23;25;3;08:00:00;;;;;;;;;;;;;;;
34;23381;23381;24583;556;16;19;2;08:00:00;;;;;;;;;;;;;;;
39;22940;22940;24167;1073;10;14;3;08:00:00;;;;;;;;;;;;;;;
42;22898;22898;23637;452;9;12;3;08:00:00;;;;;;;;;;;;;;;
57;22075;22075;23193;390;17;11;3;08:00:00;;;;;;;;;;;;;;;
58;21707;21707;22997;481;23;13;11;08:00:00;;;;;;;;;;;;;;;
84;21393;21393;22240;421;21;18;3;08:00:00;;;;;;;;;;;;;;;
87;21339;21339;21992;470;18;18;3;08:00:00;;;;;;;;;;;;;;;
98;20544;20544;21760;779;22;19;4;08:00:00;;;;;;;;;;;;;;;
118;20507;20507;21131;803;15;16;4;08:00:01;;;;;;;;;;;;;;;
119;20452;20452;21118;773;14;16;5;08:00:01;;;;;;;;;;;;;;;
156;20356;20356;20686;213;11;15;3;08:00:01;;;;;;;;;;;;;;;
158;20197;20197;20531;146;12;11;3;08:00:01;;;;;;;;;;;;;;;
176;19301;19301;20519;807;9;8;5;08:00:01;;;;;;;;;;;;;;;
182;19077;19077;20149;404;7;7;3;08:00:01;;;;;;;;;;;;;;;
237;18800;18800;19934;946;6;6;3;08:00:01;;;;;;;;;;;;;;;
242;18575;18575;19526;519;5;5;9;08:00:01;;;;;;;;;;;;;;;
0.448448848;0.413952783;0.448448848;0.489216925;0.538138617;0.597931797;0.672673272;0.768769453;0.672673272;1.823547367;1.72223918;1.631595013;1.550015262;1.72223918;1.937519077;2.214307517;2.066687016;1.937519077;1.72223918;1.631595013;1.550015262;1.476205011;1.409104784;1.347839358
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;29627;29627;34024;1761;37;36;42;08:00:04;;;;;;;;;;;;;;;
8;29414;29414;30694;822;31;31;2;08:00:04;;;;;;;;;;;;;;;
10;29118;29118;30264;650;31;30;0;08:00:04;;;;;;;;;;;;;;;
12;29022;29022;30166;868;32;30;0;08:00:04;;;;;;;;;;;;;;;
14;27449;27449;29649;709;36;32;0;08:00:04;;;;;;;;;;;;;;;
18;26771;26771;28903;1030;25;30;10;08:00:04;;;;;;;;;;;;;;;
26;26396;26396;28139;1780;19;16;10;08:00:05;;;;;;;;;;;;;;;
28;26388;26388;27470;758;14;13;8;08:00:05;;;;;;;;;;;;;;;
43;26005;26005;26955;490;10;9;10;08:00:05;;;;;;;;;;;;;;;
2.089935645;0.840683782;0.910740764;2.321999305;2.554199235;2.83799915;3.192749044;3.64885605;3.192749044;3.004940277;2.211700676;2.095295377;1.990530608;2.211700676;2.48816326;2.843615154;2.654040811;2.48816326;2.211700676;2.095295377;1.990530608;1.895743436;1.80957328;1.003565564
Generationen: 250000;Crossover: ox2;C-Rate: 0.8;Mutation: Exchange;M-Rate: 0.5;Selection: Tournament;T-Size: 3;Reinsertion-Rate: 0.2;Generation-Gap: 0.4;Selection-Pressure: 1.2;GPS Frequenz: 8;;;;;;;;;;;;;
Iteration;total duration;relative totalduration;avg. duration;standard deviation;avg.DiffrentCitiesofBest;avg.DiffrentCitiesofAll;calc. time;time;;;;;;;;;;;;;;;
0;49519;49519;65865;7371;4;4;7;08:00:02;;;;;;;;;;;;;;;
57;46709;46709;54684;4707;4;4;1;08:00:02;;;;;;;;;;;;;;;
2500;46709;46709;51694;4680;3;3;1;08:00:04;;;;;;;;;;;;;;;
5000;46709;46709;52176;5184;3;3;1;08:00:06;;;;;;;;;;;;;;;
7500;46709;46709;52470;5880;3;3;1;08:00:08;;;;;;;;;;;;;;;
